mean_fpr,mean_tpr
0.0,0.006432246998284734
0.010101010101010102,0.24656946826758147
0.020202020202020204,0.32547169811320753
0.030303030303030304,0.3975128644939966
0.04040404040404041,0.44939965694682676
0.05050505050505051,0.49271012006861065
0.06060606060606061,0.5274442538593482
0.07070707070707072,0.5630360205831904
0.08080808080808081,0.5900514579759862
0.09090909090909091,0.619639794168096
0.10101010101010102,0.6462264150943396
0.11111111111111112,0.6612349914236707
0.12121212121212122,0.6852487135506004
0.13131313131313133,0.7002572898799314
0.14141414141414144,0.7135506003430532
0.15151515151515152,0.7298456260720412
0.16161616161616163,0.7448542024013722
0.17171717171717174,0.7602915951972555
0.18181818181818182,0.7783018867924528
0.19191919191919193,0.79073756432247
0.20202020202020204,0.8001715265866209
0.21212121212121213,0.8096054888507719
0.22222222222222224,0.8173241852487135
0.23232323232323235,0.8259005145797599
0.24242424242424243,0.8310463121783876
0.25252525252525254,0.8387650085763293
0.26262626262626265,0.8512006861063465
0.27272727272727276,0.8589193825042881
0.2828282828282829,0.864065180102916
0.29292929292929293,0.869639794168096
0.30303030303030304,0.8752144082332761
0.31313131313131315,0.8799313893653516
0.32323232323232326,0.8876500857632933
0.33333333333333337,0.8945111492281304
0.3434343434343435,0.9009433962264151
0.3535353535353536,0.9048027444253859
0.36363636363636365,0.9095197255574614
0.37373737373737376,0.9146655231560892
0.38383838383838387,0.9176672384219554
0.393939393939394,0.9219554030874786
0.4040404040404041,0.9253859348198971
0.4141414141414142,0.9309605488850772
0.42424242424242425,0.934819897084048
0.43434343434343436,0.9378216123499142
0.4444444444444445,0.9408233276157805
0.4545454545454546,0.9442538593481989
0.4646464646464647,0.9481132075471698
0.4747474747474748,0.9528301886792453
0.48484848484848486,0.9545454545454546
0.494949494949495,0.9554030874785592
0.5050505050505051,0.9571183533447685
0.5151515151515152,0.9588336192109777
0.5252525252525253,0.9609777015437393
0.5353535353535354,0.9631217838765008
0.5454545454545455,0.9635506003430532
0.5555555555555556,0.9652658662092625
0.5656565656565657,0.9669811320754716
0.5757575757575758,0.9716981132075472
0.5858585858585859,0.9734133790737565
0.595959595959596,0.9751286449399656
0.6060606060606061,0.9764150943396226
0.6161616161616162,0.9777015437392796
0.6262626262626263,0.9777015437392796
0.6363636363636365,0.9785591766723842
0.6464646464646465,0.9798456260720412
0.6565656565656566,0.9811320754716981
0.6666666666666667,0.9824185248713551
0.6767676767676768,0.9849914236706689
0.686868686868687,0.9858490566037735
0.696969696969697,0.9871355060034306
0.7070707070707072,0.9884219554030875
0.7171717171717172,0.9892795883361921
0.7272727272727273,0.9892795883361921
0.7373737373737375,0.9897084048027445
0.7474747474747475,0.9914236706689536
0.7575757575757577,0.9922813036020584
0.7676767676767677,0.9935677530017153
0.7777777777777778,0.9957118353344768
0.787878787878788,0.9961406518010292
0.797979797979798,0.9965694682675815
0.8080808080808082,0.9969982847341338
0.8181818181818182,0.9978559176672385
0.8282828282828284,0.9978559176672385
0.8383838383838385,0.9978559176672385
0.8484848484848485,0.9978559176672385
0.8585858585858587,0.9982847341337907
0.8686868686868687,0.9982847341337907
0.8787878787878789,0.9987135506003431
0.888888888888889,0.9991423670668954
0.8989898989898991,0.9995711835334476
0.9090909090909092,0.9995711835334476
0.9191919191919192,1.0
0.9292929292929294,1.0
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
